auction_date,tenor_days,lag1_stop,lag2_stop,lag3_stop,offer_amt,prev_offer,prev_bid_cover,sec_rate,sec_rate_5d_ago,system_liquidity,mpr,inflation,actual_stop_rate,source
2024-12-11,182,18.5,18.5,17.5,8360.12,12274.36,1.4131,18.55,18.55,2200.0,27.5,32.7,18.5,cbn_primary_market
2024-12-27,91,18.0,18.0,18.0,27347.03,10841.3,0.8121,18.0,18.0,2200.0,27.5,32.7,18.0,cbn_primary_market
2024-12-27,364,22.8,22.93,23.5,268739.99,256511.16,3.4635,22.95,23.08,2200.0,27.5,32.7,22.9,cbn_primary_market
2024-12-27,182,18.5,18.5,18.5,36442.13,8360.12,1.2695,18.55,18.55,2200.0,27.5,32.7,18.5,cbn_primary_market
2025-01-08,91,18.0,18.0,18.0,50000.0,27347.03,0.9391,18.0,18.0,2600.0,27.5,24.48,18.0,cbn_primary_market
2025-01-08,364,22.9,22.8,22.93,385000.0,268739.99,2.2618,23.05,22.95,2600.0,27.5,24.48,22.622,cbn_primary_market
2025-01-08,182,18.5,18.5,18.5,80000.0,36442.13,0.814,18.55,18.55,2600.0,27.5,24.48,18.5,cbn_primary_market
2025-01-22,364,22.622,22.9,22.8,400000.0,385000.0,3.8342,22.772,23.05,2600.0,27.5,24.48,21.8,cbn_primary_market
2025-01-22,182,18.5,18.5,18.5,80000.0,80000.0,0.2602,18.55,18.55,2600.0,27.5,24.48,18.5,cbn_primary_market
2025-01-22,91,18.0,18.0,18.0,50000.0,50000.0,0.4589,18.0,18.0,2600.0,27.5,24.48,18.0,cbn_primary_market
2025-02-05,182,18.5,18.5,18.5,120000.0,80000.0,0.2239,18.55,18.55,2600.0,27.5,24.48,18.5,cbn_primary_market
2025-02-05,91,18.0,18.0,18.0,50000.0,50000.0,0.5307,18.0,18.0,2600.0,27.5,24.48,18.0,cbn_primary_market
2025-02-05,364,21.8,22.622,22.9,50000.0,400000.0,6.2271,21.95,22.772,2600.0,27.5,24.48,20.32,cbn_primary_market
2025-02-19,182,18.5,18.5,18.5,120000.0,120000.0,0.1627,18.55,18.55,2600.0,27.5,24.48,18.0,cbn_primary_market
2025-02-19,91,18.0,18.0,18.0,80000.0,50000.0,0.8473,18.0,18.0,2600.0,27.5,24.48,17.0,cbn_primary_market
2025-02-19,364,20.32,21.8,22.622,50000.0,50000.0,63.1228,20.47,21.95,2600.0,27.5,24.48,18.43,cbn_primary_market
2025-03-05,182,18.0,18.5,18.5,80000.0,120000.0,0.4156,18.05,18.55,2600.0,27.5,24.48,17.75,cbn_primary_market
2025-03-05,91,17.0,18.0,18.0,70000.0,80000.0,0.7768,17.0,18.0,2600.0,27.5,24.48,17.0,cbn_primary_market
2025-03-05,364,18.43,20.32,21.8,50000.0,50000.0,45.9267,18.58,20.47,2600.0,27.5,24.48,17.82,cbn_primary_market
2025-03-12,182,17.75,18.0,18.5,80000.0,80000.0,0.7506,17.8,18.05,2600.0,27.5,24.48,17.79,cbn_primary_market
2025-03-12,91,17.0,17.0,18.0,70000.0,70000.0,0.8938,17.0,17.0,2600.0,27.5,24.48,17.0,cbn_primary_market
2025-03-12,364,17.82,18.43,20.32,400000.0,50000.0,36.0034,17.97,18.58,2600.0,27.5,24.48,18.39,cbn_primary_market
2025-03-19,182,17.79,17.75,18.0,200000.0,80000.0,0.4921,17.84,17.8,2600.0,27.5,24.48,18.5,cbn_primary_market
2025-03-19,364,18.39,17.82,18.43,500000.0,400000.0,2.9812,18.54,17.97,2600.0,27.5,24.48,19.94,cbn_primary_market
2025-03-19,91,17.0,17.0,17.0,100000.0,70000.0,0.5025,17.0,17.0,2600.0,27.5,24.48,18.0,cbn_primary_market
2025-03-26,182,18.5,17.79,17.75,120000.0,200000.0,0.2109,18.55,17.84,2600.0,27.5,24.48,18.5,cbn_primary_market
2025-03-26,91,18.0,17.0,17.0,80000.0,100000.0,0.2844,18.0,17.0,2600.0,27.5,24.48,18.0,cbn_primary_market
2025-03-26,364,19.94,18.39,17.82,500000.0,500000.0,1.6628,20.09,18.54,2600.0,27.5,24.48,19.63,cbn_primary_market
2025-04-09,364,19.63,19.94,18.39,650000.0,500000.0,2.7284,19.78,20.09,2600.0,27.5,23.71,19.63,cbn_primary_market
2025-04-09,182,18.5,18.5,17.79,100000.0,120000.0,0.2307,18.55,18.55,2600.0,27.5,23.71,19.5,cbn_primary_market
2025-04-09,91,18.0,18.0,17.0,50000.0,80000.0,0.4857,18.0,18.0,2600.0,27.5,23.71,18.5,cbn_primary_market
2025-04-23,364,19.63,19.63,19.94,250000.0,650000.0,1.3932,19.78,19.78,2600.0,27.5,23.71,19.6,cbn_primary_market
2025-04-23,182,19.5,18.5,18.5,100000.0,100000.0,1.0709,19.55,18.55,2600.0,27.5,23.71,18.5,cbn_primary_market
2025-04-24,91,18.5,18.0,18.0,50000.0,50000.0,2.2859,18.5,18.0,2600.0,27.5,23.71,18.0,cbn_primary_market
2025-05-07,182,18.5,19.5,18.5,100000.0,100000.0,0.5336,18.55,19.55,2600.0,27.5,23.71,18.5,cbn_primary_market
2025-05-07,364,19.6,19.63,19.63,400000.0,250000.0,5.5231,19.75,19.78,2600.0,27.5,23.71,19.63,cbn_primary_market
2025-05-07,91,18.0,18.5,18.0,50000.0,50000.0,2.1476,18.0,18.5,2600.0,27.5,23.71,18.0,cbn_primary_market
2025-05-21,91,18.0,18.0,18.5,50000.0,50000.0,1.6433,18.0,18.0,2600.0,27.0,23.71,18.5,cbn_primary_market
2025-05-21,182,18.5,18.5,19.5,100000.0,100000.0,0.4844,18.55,18.55,2600.0,27.0,23.71,18.5,cbn_primary_market
2025-05-21,364,19.63,19.6,19.63,350000.0,400000.0,2.3922,19.78,19.75,2600.0,27.0,23.71,19.5,cbn_primary_market
2025-06-04,182,18.5,18.5,18.5,100000.0,100000.0,0.4684,18.55,18.55,2600.0,27.0,23.71,18.5,cbn_primary_market
2025-06-04,364,19.5,19.63,19.6,300000.0,350000.0,3.0062,19.65,19.78,2600.0,27.0,23.71,19.35,cbn_primary_market
2025-06-04,91,18.5,18.0,18.0,50000.0,50000.0,1.4512,18.5,18.0,2600.0,27.0,23.71,17.98,cbn_primary_market
2025-06-18,182,18.5,18.5,18.5,40000.0,100000.0,0.3003,18.55,18.55,2600.0,27.0,23.71,18.35,cbn_primary_market
2025-06-18,364,19.35,19.5,19.63,100000.0,300000.0,4.0269,19.5,19.65,2600.0,27.0,23.71,18.84,cbn_primary_market
2025-06-18,91,17.98,18.5,18.0,22018.11,50000.0,1.4183,17.98,18.5,2600.0,27.0,23.71,17.8,cbn_primary_market
2025-07-09,91,17.8,17.98,18.5,100000.0,22018.11,3.2989,17.8,17.98,2780.0,27.0,26.0,15.74,cbn_primary_market
2025-07-09,182,18.35,18.5,18.5,20000.0,40000.0,1.5889,18.4,18.55,2780.0,27.0,26.0,16.2,cbn_primary_market
2025-07-09,364,18.84,19.35,19.5,130000.0,100000.0,10.9738,18.99,19.5,2780.0,27.0,26.0,16.3,cbn_primary_market
2025-07-23,182,16.2,18.35,18.5,20000.0,20000.0,2.2137,16.25,18.4,2780.0,26.75,26.0,15.5,cbn_primary_market
2025-07-23,364,16.3,18.84,19.35,220000.0,130000.0,9.0796,16.45,18.99,2780.0,26.75,26.0,15.88,cbn_primary_market
2025-07-23,91,15.74,17.8,17.98,50000.0,100000.0,1.0507,15.74,17.8,2780.0,26.75,26.0,15.0,cbn_primary_market
2025-08-06,91,15.0,15.74,17.8,60000.0,50000.0,0.8334,15.0,15.74,2780.0,26.75,26.0,15.0,cbn_primary_market
2025-08-06,364,15.88,16.3,18.84,140000.0,220000.0,2.7696,16.03,16.45,2780.0,26.75,26.0,16.5,cbn_primary_market
2025-08-06,182,15.5,16.2,18.35,20000.0,20000.0,1.2332,15.55,16.25,2780.0,26.75,26.0,15.5,cbn_primary_market
2025-08-20,364,16.5,15.88,16.3,150000.0,140000.0,2.3077,16.65,16.03,2780.0,26.75,26.0,17.44,cbn_primary_market
2025-08-20,182,15.5,15.5,16.2,30000.0,20000.0,1.0436,15.55,15.55,2780.0,26.75,26.0,15.5,cbn_primary_market
2025-08-20,91,15.0,15.0,15.74,50000.0,60000.0,0.3767,15.0,15.0,2780.0,26.75,26.0,15.35,cbn_primary_market
2025-09-09,182,15.5,15.5,15.5,80000.0,30000.0,11.8726,15.55,15.55,2780.0,26.75,26.0,15.5,cbn_primary_market
2025-09-09,91,15.35,15.0,15.0,50000.0,50000.0,0.2179,15.35,15.0,2780.0,26.75,26.0,15.32,cbn_primary_market
2025-09-09,364,17.44,16.5,15.88,350000.0,150000.0,2.3745,17.59,16.65,2780.0,26.75,26.0,17.02,cbn_primary_market
2025-09-17,91,15.32,15.35,15.0,300000.0,50000.0,0.7059,15.32,15.35,2780.0,26.75,26.0,15.0,cbn_primary_market
2025-09-17,364,17.02,17.44,16.5,200000.0,350000.0,2.6825,17.17,17.59,2780.0,26.75,26.0,16.78,cbn_primary_market
2025-09-17,182,15.5,15.5,15.5,60000.0,80000.0,0.4794,15.55,15.55,2780.0,26.75,26.0,15.3,cbn_primary_market
2025-10-08,91,15.0,15.32,15.35,100000.0,300000.0,0.2045,15.0,15.32,2780.0,26.5,32.7,15.0,cbn_primary_market
2025-10-08,182,15.3,15.5,15.5,120000.0,60000.0,0.8345,15.35,15.55,2780.0,26.5,32.7,15.25,cbn_primary_market
2025-10-08,364,16.78,17.02,17.44,120000.0,200000.0,7.3982,16.93,17.17,2780.0,26.5,32.7,15.77,cbn_primary_market
2025-10-22,364,15.77,16.78,17.02,100000.0,120000.0,8.2195,15.92,16.93,2780.0,26.5,32.7,16.14,cbn_primary_market
2025-10-22,91,15.0,15.0,15.32,100000.0,100000.0,0.2597,15.0,15.0,2780.0,26.5,32.7,15.3,cbn_primary_market
2025-10-22,182,15.25,15.3,15.5,100000.0,120000.0,0.4344,15.3,15.35,2780.0,26.5,32.7,15.5,cbn_primary_market
2025-11-05,91,15.3,15.0,15.0,100000.0,100000.0,0.0813,15.3,15.0,2780.0,26.5,32.7,15.3,cbn_primary_market
2025-11-05,364,16.14,15.77,16.78,450000.0,100000.0,6.7425,16.29,15.92,2780.0,26.5,32.7,16.04,cbn_primary_market
2025-11-05,182,15.5,15.25,15.3,100000.0,100000.0,0.6853,15.55,15.3,2780.0,26.5,32.7,15.5,cbn_primary_market
2025-11-19,91,15.3,15.3,15.0,100000.0,100000.0,0.3128,15.3,15.3,2780.0,26.5,32.7,15.3,cbn_primary_market
2025-11-19,182,15.5,15.5,15.25,150000.0,100000.0,0.1029,15.55,15.55,2780.0,26.5,32.7,15.5,cbn_primary_market
2025-11-19,364,16.04,16.14,15.77,450000.0,450000.0,2.5229,16.19,16.29,2780.0,26.5,32.7,16.04,cbn_primary_market
2025-12-03,182,15.5,15.5,15.5,150000.0,150000.0,0.1781,15.55,15.55,2780.0,26.5,32.7,15.5,cbn_primary_market
2025-12-03,364,16.04,16.04,16.14,450000.0,450000.0,2.735,16.19,16.19,2780.0,26.5,32.7,17.5,cbn_primary_market
2025-12-03,91,15.3,15.3,15.3,100000.0,100000.0,0.3455,15.3,15.3,2780.0,26.5,32.7,15.3,cbn_primary_market
2025-12-10,364,17.5,16.04,16.04,500000.0,450000.0,1.5495,17.65,16.19,2780.0,26.5,32.7,17.95,cbn_primary_market
2025-12-10,91,15.3,15.3,15.3,100000.0,100000.0,0.4417,15.3,15.3,2780.0,26.5,32.7,15.3,cbn_primary_market
2025-12-10,182,15.5,15.5,15.5,150000.0,150000.0,0.2225,15.55,15.55,2780.0,26.5,32.7,15.5,cbn_primary_market
2025-12-17,91,15.3,15.3,15.3,100000.0,100000.0,1.0607,15.3,15.3,2780.0,26.5,32.7,15.5,cbn_primary_market
2025-12-17,364,17.95,17.5,16.04,500000.0,500000.0,3.1191,18.1,17.65,2780.0,26.5,32.7,17.51,cbn_primary_market
2025-12-17,182,15.5,15.5,15.5,100000.0,150000.0,0.1573,15.55,15.55,2780.0,26.5,32.7,15.95,cbn_primary_market
2026-01-07,364,17.51,17.95,17.5,800000.0,500000.0,2.7715,17.66,18.1,3000.0,26.5,24.48,18.47,cbn_primary_market
2026-01-07,91,15.5,15.3,15.3,150000.0,100000.0,1.0063,15.5,15.3,3000.0,26.5,24.48,15.8,cbn_primary_market
2026-01-07,182,15.95,15.5,15.5,200000.0,100000.0,0.2266,16.0,15.55,3000.0,26.5,24.48,16.5,cbn_primary_market
2026-02-04,364,18.47,17.51,17.95,800000.0,800000.0,1.726,18.62,17.66,3000.0,26.5,24.48,16.987,cbn_primary_market
2026-02-04,182,16.5,15.95,15.5,200000.0,200000.0,0.2496,16.55,16.0,3000.0,26.5,24.48,16.65,cbn_primary_market
2026-02-04,91,15.8,15.5,15.3,150000.0,150000.0,0.7484,15.8,15.5,3000.0,26.5,24.48,15.84,cbn_primary_market
2026-03-04,91,15.84,15.8,15.5,100000.0,150000.0,0.4403,15.84,15.8,3000.0,26.5,24.48,15.95,cbn_primary_market
2026-03-04,364,16.987,18.47,17.51,80000.0,800000.0,5.496,17.137,18.62,3000.0,26.5,24.48,16.73,cbn_primary_market
2026-03-04,182,16.65,16.5,15.95,150000.0,200000.0,0.617,16.7,16.55,3000.0,26.5,24.48,16.65,cbn_primary_market
2026-03-11,91,15.95,15.84,15.8,100000.0,100000.0,0.8092,15.95,15.84,3000.0,26.5,24.48,15.95,cbn_primary_market
2026-03-11,364,16.73,16.987,18.47,600000.0,80000.0,26.5852,16.88,17.137,3000.0,26.5,24.48,16.72,cbn_primary_market
2026-03-11,182,16.65,16.65,16.5,150000.0,150000.0,0.9103,16.7,16.7,3000.0,26.5,24.48,16.65,cbn_primary_market
2026-03-18,91,15.95,15.95,15.84,100000.0,100000.0,1.3112,15.95,15.95,3000.0,26.5,24.48,15.95,cbn_primary_market
2026-03-18,364,16.72,16.73,16.987,800000.0,600000.0,4.2786,16.87,16.88,3000.0,26.5,24.48,16.63,cbn_primary_market
2026-03-18,182,16.65,16.65,16.65,150000.0,150000.0,0.5489,16.7,16.7,3000.0,26.5,24.48,16.62,cbn_primary_market
2026-03-25,182,16.62,16.65,16.65,100000.0,150000.0,0.4466,16.67,16.7,3000.0,26.5,24.48,16.42,cbn_primary_market
2026-03-25,91,15.95,15.95,15.95,100000.0,100000.0,1.0219,15.95,15.95,3000.0,26.5,24.48,15.95,cbn_primary_market
2026-04-08,91,15.95,15.95,15.95,100000.0,100000.0,0.9871,15.95,15.95,3000.0,26.5,15.06,15.95,cbn_primary_market
2026-04-08,364,16.63,16.72,16.73,500000.0,800000.0,3.6168,16.78,16.87,3000.0,26.5,15.06,16.199,cbn_primary_market
2026-04-08,182,16.42,16.62,16.65,100000.0,100000.0,0.6658,16.47,16.67,3000.0,26.5,15.06,16.19,cbn_primary_market
2026-04-22,182,16.19,16.42,16.62,100000.0,100000.0,2.2794,16.24,16.47,3000.0,26.5,15.06,16.19,cbn_primary_market
2026-04-22,91,15.95,15.95,15.95,100000.0,100000.0,0.9678,15.95,15.95,3000.0,26.5,15.06,15.95,cbn_primary_market
2026-04-22,364,16.199,16.63,16.72,550000.0,500000.0,5.2655,16.349,16.78,3000.0,26.5,15.06,16.199,cbn_primary_market
2026-05-06,182,16.19,16.19,16.42,50000.0,100000.0,1.7208,16.24,16.24,3000.0,26.5,15.06,16.14,cbn_primary_market
2026-05-06,364,16.199,16.199,16.63,550000.0,550000.0,3.8529,16.349,16.349,3000.0,26.5,15.06,16.15,cbn_primary_market
2026-05-06,91,15.95,15.95,15.95,100000.0,100000.0,0.7273,15.95,15.95,3000.0,26.5,15.06,15.949,cbn_primary_market
2026-05-20,182,16.14,16.19,16.19,50000.0,50000.0,2.1067,16.19,16.24,3000.0,26.5,15.06,16.14,cbn_primary_market
2026-05-20,91,15.949,15.95,15.95,100000.0,100000.0,0.7123,15.949,15.95,3000.0,26.5,15.06,15.95,cbn_primary_market
2026-05-20,364,16.15,16.199,16.199,500000.0,550000.0,4.0635,16.3,16.349,3000.0,26.5,15.06,16.149,cbn_primary_market
